Date,Entity_Name,Entity_Type,Weather_Condition,College_Exam_Season,Local_Event,Promo_Active,Recent_Review_Avg,Expected_Footfall
2024-07-03,Hostel B,Hostel,Heatwave,False,None,False,,159
2024-07-03,Spice Grill,Restaurant,Heavy Rain,False,Local Festival,True,4.2,218
2024-07-03,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,284
2024-07-04,Bistro 1,Restaurant,Heatwave,False,None,False,4.0,122
2024-07-04,Hostel B,Hostel,Cloudy,False,None,False,,161
2024-07-04,Spice Grill,Restaurant,Clear,False,None,True,4.1,193
2024-07-04,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,271
2024-07-05,Bistro 1,Restaurant,Cloudy,False,None,False,4.4,123
2024-07-05,Hostel B,Hostel,Light Rain,False,None,False,,135
2024-07-05,Spice Grill,Restaurant,Clear,False,Sports Match,True,4.5,371
2024-07-05,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,271
2024-07-06,Bistro 1,Restaurant,Clear,False,None,True,3.8,183
2024-07-06,Hostel B,Hostel,Clear,False,None,False,,141
2024-07-06,Spice Grill,Restaurant,Clear,False,Sports Match,False,4.7,386
2024-07-06,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,311
2024-07-07,Bistro 1,Restaurant,Clear,False,Sports Match,False,4.1,219
2024-07-07,Hostel B,Hostel,Heatwave,False,None,False,,149
2024-07-07,Spice Grill,Restaurant,Light Rain,False,None,False,3.8,257
2024-07-07,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,285
2024-07-08,Bistro 1,Restaurant,Cloudy,False,None,False,4.8,125
2024-07-08,Hostel B,Hostel,Clear,False,None,False,,140
2024-07-08,Spice Grill,Restaurant,Cloudy,False,Sports Match,True,4.9,457
2024-07-08,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,326
2024-07-09,Bistro 1,Restaurant,Clear,False,None,True,4.1,129
2024-07-09,Hostel B,Hostel,Clear,False,None,False,,140
2024-07-09,Spice Grill,Restaurant,Heavy Rain,False,None,True,4.6,163
2024-07-09,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,273
2024-07-10,Bistro 1,Restaurant,Clear,False,None,True,4.5,160
2024-07-10,Hostel B,Hostel,Heatwave,False,None,False,,145
2024-07-10,Spice Grill,Restaurant,Light Rain,False,None,True,4.0,183
2024-07-10,UEM Kolkata Hostel,Hostel,Cloudy,False,Local Festival,False,,108
2024-07-11,Bistro 1,Restaurant,Clear,False,None,False,4.0,132
2024-07-11,Hostel B,Hostel,Clear,False,None,False,,137
2024-07-11,Spice Grill,Restaurant,Clear,False,None,True,4.3,314
2024-07-11,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,320
2024-07-12,Bistro 1,Restaurant,Light Rain,False,None,True,4.6,178
2024-07-12,Hostel B,Hostel,Heavy Rain,False,None,False,,150
2024-07-12,Spice Grill,Restaurant,Clear,False,None,False,4.7,222
2024-07-12,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,290
2024-07-13,Bistro 1,Restaurant,Light Rain,False,None,False,4.4,165
2024-07-13,Hostel B,Hostel,Clear,False,None,False,,145
2024-07-13,Spice Grill,Restaurant,Clear,False,None,True,3.7,259
2024-07-13,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,270
2024-07-14,Bistro 1,Restaurant,Clear,False,None,False,4.3,176
2024-07-14,Hostel B,Hostel,Heavy Rain,False,None,False,,146
2024-07-14,Spice Grill,Restaurant,Clear,False,None,True,4.4,359
2024-07-14,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,297
2024-07-15,Bistro 1,Restaurant,Clear,False,None,True,3.6,130
2024-07-15,Hostel B,Hostel,Heatwave,False,None,False,,161
2024-07-15,Spice Grill,Restaurant,Clear,False,None,True,4.2,260
2024-07-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,324
2024-07-16,Bistro 1,Restaurant,Light Rain,False,None,True,4.7,199
2024-07-16,Hostel B,Hostel,Light Rain,False,None,False,,163
2024-07-16,Spice Grill,Restaurant,Clear,False,None,False,3.9,206
2024-07-16,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,325
2024-07-17,Bistro 1,Restaurant,Cloudy,False,None,True,3.5,115
2024-07-17,Hostel B,Hostel,Light Rain,False,None,False,,159
2024-07-17,Spice Grill,Restaurant,Cloudy,False,None,False,3.9,202
2024-07-17,UEM Kolkata Hostel,Hostel,Heavy Rain,False,None,False,,315
2024-07-18,Bistro 1,Restaurant,Light Rain,False,None,False,4.5,123
2024-07-18,Hostel B,Hostel,Light Rain,False,None,False,,142
2024-07-18,Spice Grill,Restaurant,Clear,False,None,False,4.7,205
2024-07-18,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,329
2024-07-19,Bistro 1,Restaurant,Light Rain,False,None,True,4.4,157
2024-07-19,Hostel B,Hostel,Clear,False,None,False,,149
2024-07-19,Spice Grill,Restaurant,Heavy Rain,False,Concert,False,5.0,107
2024-07-19,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,322
2024-07-20,Bistro 1,Restaurant,Light Rain,False,None,False,4.9,173
2024-07-20,Hostel B,Hostel,Heatwave,False,Concert,False,,144
2024-07-20,Spice Grill,Restaurant,Clear,False,None,False,4.4,299
2024-07-20,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,313
2024-07-21,Bistro 1,Restaurant,Clear,False,None,False,4.0,146
2024-07-21,Hostel B,Hostel,Clear,False,None,False,,136
2024-07-21,Spice Grill,Restaurant,Clear,False,Sports Match,True,4.6,534
2024-07-21,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,118
2024-07-22,Bistro 1,Restaurant,Cloudy,False,None,False,4.9,122
2024-07-22,Hostel B,Hostel,Clear,False,None,False,,146
2024-07-22,Spice Grill,Restaurant,Clear,False,None,True,4.7,304
2024-07-22,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,280
2024-07-23,Bistro 1,Restaurant,Clear,False,None,True,3.8,139
2024-07-23,Hostel B,Hostel,Light Rain,False,None,False,,146
2024-07-23,Spice Grill,Restaurant,Clear,False,None,True,3.7,186
2024-07-23,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,314
2024-07-24,Bistro 1,Restaurant,Heavy Rain,False,None,False,4.6,68
2024-07-24,Hostel B,Hostel,Cloudy,False,None,False,,154
2024-07-24,Spice Grill,Restaurant,Clear,False,None,False,4.3,197
2024-07-24,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,285
2024-07-25,Bistro 1,Restaurant,Heatwave,False,None,False,3.7,112
2024-07-25,Hostel B,Hostel,Light Rain,False,None,False,,135
2024-07-25,Spice Grill,Restaurant,Clear,False,None,True,3.5,193
2024-07-25,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,298
2024-07-26,Bistro 1,Restaurant,Cloudy,False,None,False,4.6,131
2024-07-26,Hostel B,Hostel,Cloudy,False,None,False,,156
2024-07-26,Spice Grill,Restaurant,Clear,False,None,False,4.6,216
2024-07-26,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,323
2024-07-27,Bistro 1,Restaurant,Heavy Rain,False,None,False,3.9,72
2024-07-27,Hostel B,Hostel,Clear,False,None,False,,154
2024-07-27,Spice Grill,Restaurant,Heatwave,False,None,True,4.5,390
2024-07-27,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,278
2024-07-28,Bistro 1,Restaurant,Cloudy,False,None,True,4.9,242
2024-07-28,Hostel B,Hostel,Cloudy,False,Local Festival,False,,48
2024-07-28,Spice Grill,Restaurant,Light Rain,False,None,False,3.9,246
2024-07-28,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,298
2024-07-29,Bistro 1,Restaurant,Clear,False,None,True,4.3,177
2024-07-29,Hostel B,Hostel,Cloudy,False,None,False,,141
2024-07-29,Spice Grill,Restaurant,Clear,False,Sports Match,True,4.1,310
2024-07-29,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,300
2024-07-30,Bistro 1,Restaurant,Clear,False,None,False,4.7,131
2024-07-30,Hostel B,Hostel,Clear,False,None,False,,154
2024-07-30,Spice Grill,Restaurant,Clear,False,Local Festival,True,4.8,392
2024-07-30,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,280
2024-07-31,Bistro 1,Restaurant,Clear,False,None,True,4.0,132
2024-07-31,Hostel B,Hostel,Clear,False,None,False,,159
2024-07-31,Spice Grill,Restaurant,Clear,False,Local Festival,False,4.8,298
2024-07-31,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,321
2024-08-01,Bistro 1,Restaurant,Clear,False,None,True,4.8,186
2024-08-01,Hostel B,Hostel,Light Rain,False,Sports Match,False,,138
2024-08-01,Spice Grill,Restaurant,Clear,False,None,False,3.6,221
2024-08-01,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,79
2024-08-02,Bistro 1,Restaurant,Heatwave,False,None,False,3.9,126
2024-08-02,Hostel B,Hostel,Clear,False,None,False,,136
2024-08-02,Spice Grill,Restaurant,Light Rain,False,Concert,True,3.7,237
2024-08-02,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,277
2024-08-03,Bistro 1,Restaurant,Clear,False,None,True,3.9,144
2024-08-03,Hostel B,Hostel,Light Rain,False,None,False,,164
2024-08-03,Spice Grill,Restaurant,Heatwave,False,None,False,4.5,293
2024-08-03,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,276
2024-08-04,Bistro 1,Restaurant,Cloudy,False,None,False,4.2,155
2024-08-04,Hostel B,Hostel,Cloudy,False,None,False,,156
2024-08-04,Spice Grill,Restaurant,Heavy Rain,False,None,False,4.0,145
2024-08-04,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,315
2024-08-05,Bistro 1,Restaurant,Light Rain,False,None,True,4.5,180
2024-08-05,Hostel B,Hostel,Cloudy,False,None,False,,157
2024-08-05,Spice Grill,Restaurant,Clear,False,None,True,4.3,295
2024-08-05,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,295
2024-08-06,Bistro 1,Restaurant,Light Rain,False,None,True,4.5,166
2024-08-06,Hostel B,Hostel,Clear,False,None,False,,140
2024-08-06,Spice Grill,Restaurant,Clear,False,None,True,3.6,220
2024-08-06,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,306
2024-08-07,Bistro 1,Restaurant,Cloudy,False,None,True,4.8,154
2024-08-07,Hostel B,Hostel,Cloudy,False,None,False,,147
2024-08-07,Spice Grill,Restaurant,Cloudy,False,None,True,4.6,329
2024-08-07,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,284
2024-08-08,Bistro 1,Restaurant,Heatwave,False,None,True,3.5,122
2024-08-08,Hostel B,Hostel,Light Rain,False,None,False,,147
2024-08-08,Spice Grill,Restaurant,Cloudy,False,None,True,4.4,307
2024-08-08,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,273
2024-08-09,Bistro 1,Restaurant,Clear,False,None,False,4.4,135
2024-08-09,Hostel B,Hostel,Light Rain,False,None,False,,156
2024-08-09,Spice Grill,Restaurant,Clear,False,None,False,4.5,214
2024-08-09,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,281
2024-08-10,Bistro 1,Restaurant,Clear,False,None,False,3.7,159
2024-08-10,Hostel B,Hostel,Heatwave,False,None,False,,156
2024-08-10,Spice Grill,Restaurant,Light Rain,False,None,True,3.8,233
2024-08-10,UEM Kolkata Hostel,Hostel,Light Rain,False,Concert,False,,274
2024-08-11,Bistro 1,Restaurant,Clear,False,None,True,4.5,254
2024-08-11,Hostel B,Hostel,Clear,False,None,False,,156
2024-08-11,Spice Grill,Restaurant,Cloudy,False,None,True,3.5,224
2024-08-11,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,279
2024-08-12,Bistro 1,Restaurant,Clear,False,None,False,4.1,143
2024-08-12,Hostel B,Hostel,Clear,False,Local Festival,False,,41
2024-08-12,Spice Grill,Restaurant,Cloudy,False,None,True,4.9,320
2024-08-12,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,305
2024-08-13,Bistro 1,Restaurant,Light Rain,False,None,False,4.4,113
2024-08-13,Hostel B,Hostel,Heatwave,False,None,False,,143
2024-08-13,Spice Grill,Restaurant,Clear,False,None,True,4.2,340
2024-08-13,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,321
2024-08-14,Bistro 1,Restaurant,Light Rain,False,None,True,4.3,181
2024-08-14,Hostel B,Hostel,Clear,False,None,False,,151
2024-08-14,Spice Grill,Restaurant,Clear,False,None,False,4.4,225
2024-08-14,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,275
2024-08-15,Bistro 1,Restaurant,Clear,False,None,False,3.7,122
2024-08-15,Hostel B,Hostel,Heavy Rain,False,None,False,,148
2024-08-15,Spice Grill,Restaurant,Heatwave,False,Sports Match,True,4.1,283
2024-08-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,314
2024-08-16,Bistro 1,Restaurant,Clear,False,None,True,4.3,148
2024-08-16,Hostel B,Hostel,Clear,False,None,False,,158
2024-08-16,Spice Grill,Restaurant,Clear,False,None,True,4.5,325
2024-08-16,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,319
2024-08-17,Bistro 1,Restaurant,Clear,False,None,True,4.9,250
2024-08-17,Hostel B,Hostel,Cloudy,False,None,False,,137
2024-08-17,Spice Grill,Restaurant,Clear,False,None,True,5.0,362
2024-08-17,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,279
2024-08-18,Bistro 1,Restaurant,Clear,False,Local Festival,False,3.6,222
2024-08-18,Hostel B,Hostel,Cloudy,False,None,False,,150
2024-08-18,Spice Grill,Restaurant,Heatwave,False,None,False,4.4,276
2024-08-18,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,300
2024-08-19,Bistro 1,Restaurant,Clear,False,None,True,4.1,138
2024-08-19,Hostel B,Hostel,Light Rain,False,None,False,,144
2024-08-19,Spice Grill,Restaurant,Light Rain,False,None,True,4.3,286
2024-08-19,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,305
2024-08-20,Bistro 1,Restaurant,Clear,False,None,True,3.6,132
2024-08-20,Hostel B,Hostel,Cloudy,False,None,False,,146
2024-08-20,Spice Grill,Restaurant,Heatwave,False,None,True,4.2,329
2024-08-20,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,323
2024-08-21,Bistro 1,Restaurant,Clear,False,Local Festival,False,4.2,178
2024-08-21,Hostel B,Hostel,Cloudy,False,None,False,,140
2024-08-21,Spice Grill,Restaurant,Light Rain,False,None,True,3.9,203
2024-08-21,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,102
2024-08-22,Bistro 1,Restaurant,Heavy Rain,False,None,True,4.7,90
2024-08-22,Hostel B,Hostel,Cloudy,False,None,False,,161
2024-08-22,Spice Grill,Restaurant,Cloudy,False,None,True,4.1,202
2024-08-22,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,296
2024-08-23,Bistro 1,Restaurant,Heatwave,False,Sports Match,False,4.0,136
2024-08-23,Hostel B,Hostel,Cloudy,False,None,False,,143
2024-08-23,Spice Grill,Restaurant,Clear,False,Concert,False,3.5,273
2024-08-23,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,323
2024-08-24,Bistro 1,Restaurant,Light Rain,False,None,False,4.0,172
2024-08-24,Hostel B,Hostel,Cloudy,False,None,False,,150
2024-08-24,Spice Grill,Restaurant,Heatwave,False,Local Festival,True,4.9,598
2024-08-24,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,94
2024-08-25,Bistro 1,Restaurant,Clear,False,None,False,3.9,148
2024-08-25,Hostel B,Hostel,Clear,False,None,False,,150
2024-08-25,Spice Grill,Restaurant,Cloudy,False,None,False,4.1,275
2024-08-25,UEM Kolkata Hostel,Hostel,Cloudy,False,Sports Match,False,,281
2024-08-26,Bistro 1,Restaurant,Clear,False,None,True,4.9,179
2024-08-26,Hostel B,Hostel,Clear,False,None,False,,164
2024-08-26,Spice Grill,Restaurant,Clear,False,None,True,5.0,323
2024-08-26,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,323
2024-08-27,Bistro 1,Restaurant,Heatwave,False,None,False,3.7,126
2024-08-27,Hostel B,Hostel,Clear,False,None,False,,152
2024-08-27,Spice Grill,Restaurant,Clear,False,None,False,4.8,215
2024-08-27,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,312
2024-08-28,Bistro 1,Restaurant,Light Rain,False,None,False,3.6,123
2024-08-28,Hostel B,Hostel,Light Rain,False,None,False,,136
2024-08-28,Spice Grill,Restaurant,Clear,False,None,False,3.7,211
2024-08-28,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,323
2024-08-29,Bistro 1,Restaurant,Heavy Rain,False,Sports Match,True,4.4,110
2024-08-29,Hostel B,Hostel,Light Rain,False,None,False,,138
2024-08-29,Spice Grill,Restaurant,Cloudy,False,None,False,4.7,194
2024-08-29,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,327
2024-08-30,Bistro 1,Restaurant,Clear,False,None,True,4.9,201
2024-08-30,Hostel B,Hostel,Clear,False,None,False,,138
2024-08-30,Spice Grill,Restaurant,Clear,False,None,True,3.8,192
2024-08-30,UEM Kolkata Hostel,Hostel,Cloudy,False,Concert,False,,283
2024-08-31,Bistro 1,Restaurant,Clear,False,None,False,4.1,174
2024-08-31,Hostel B,Hostel,Clear,False,None,False,,161
2024-08-31,Spice Grill,Restaurant,Clear,False,None,False,4.3,302
2024-08-31,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,300
2024-09-01,Bistro 1,Restaurant,Clear,False,None,True,4.5,255
2024-09-01,Hostel B,Hostel,Clear,False,None,False,,158
2024-09-01,Spice Grill,Restaurant,Clear,False,None,True,4.6,416
2024-09-01,UEM Kolkata Hostel,Hostel,Heatwave,False,Local Festival,False,,96
2024-09-02,Bistro 1,Restaurant,Light Rain,False,None,True,4.2,177
2024-09-02,Hostel B,Hostel,Cloudy,False,None,False,,156
2024-09-02,Spice Grill,Restaurant,Cloudy,False,None,True,3.8,188
2024-09-02,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,307
2024-09-03,Bistro 1,Restaurant,Clear,False,None,True,3.5,127
2024-09-03,Hostel B,Hostel,Heatwave,False,Concert,False,,159
2024-09-03,Spice Grill,Restaurant,Clear,False,None,False,3.6,214
2024-09-03,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,322
2024-09-04,Bistro 1,Restaurant,Clear,False,None,False,3.8,142
2024-09-04,Hostel B,Hostel,Cloudy,False,None,False,,156
2024-09-04,Spice Grill,Restaurant,Clear,False,None,False,4.9,193
2024-09-04,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,326
2024-09-05,Bistro 1,Restaurant,Light Rain,False,None,False,4.5,109
2024-09-05,Hostel B,Hostel,Cloudy,False,None,False,,137
2024-09-05,Spice Grill,Restaurant,Light Rain,False,None,True,4.7,310
2024-09-05,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,287
2024-09-06,Bistro 1,Restaurant,Light Rain,False,None,True,4.7,170
2024-09-06,Hostel B,Hostel,Clear,False,None,False,,145
2024-09-06,Spice Grill,Restaurant,Clear,False,Local Festival,True,5.0,451
2024-09-06,UEM Kolkata Hostel,Hostel,Heatwave,False,Sports Match,False,,294
2024-09-07,Bistro 1,Restaurant,Light Rain,False,None,False,3.9,151
2024-09-07,Hostel B,Hostel,Light Rain,False,None,False,,156
2024-09-07,Spice Grill,Restaurant,Clear,False,None,False,4.2,274
2024-09-07,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,328
2024-09-08,Bistro 1,Restaurant,Cloudy,False,None,True,4.6,198
2024-09-08,Hostel B,Hostel,Cloudy,False,None,False,,162
2024-09-08,Spice Grill,Restaurant,Clear,False,None,True,4.1,281
2024-09-08,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,314
2024-09-09,Bistro 1,Restaurant,Heavy Rain,False,None,True,3.5,45
2024-09-09,Hostel B,Hostel,Clear,False,None,False,,164
2024-09-09,Spice Grill,Restaurant,Clear,False,None,False,4.3,203
2024-09-09,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,286
2024-09-10,Bistro 1,Restaurant,Cloudy,False,Sports Match,False,3.7,176
2024-09-10,Hostel B,Hostel,Clear,False,None,False,,153
2024-09-10,Spice Grill,Restaurant,Cloudy,False,None,False,4.1,188
2024-09-10,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,298
2024-09-11,Bistro 1,Restaurant,Light Rain,False,None,True,4.6,179
2024-09-11,Hostel B,Hostel,Clear,False,None,False,,143
2024-09-11,Spice Grill,Restaurant,Clear,False,None,True,4.0,208
2024-09-11,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,278
2024-09-12,Bistro 1,Restaurant,Light Rain,False,None,True,5.0,158
2024-09-12,Hostel B,Hostel,Clear,False,None,False,,161
2024-09-12,Spice Grill,Restaurant,Clear,False,None,False,4.9,196
2024-09-12,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,306
2024-09-13,Bistro 1,Restaurant,Clear,False,None,True,4.3,197
2024-09-13,Hostel B,Hostel,Clear,False,Concert,False,,137
2024-09-13,Spice Grill,Restaurant,Clear,False,Concert,False,4.0,290
2024-09-13,UEM Kolkata Hostel,Hostel,Heatwave,False,Local Festival,False,,113
2024-09-14,Bistro 1,Restaurant,Heatwave,False,Concert,False,4.3,287
2024-09-14,Hostel B,Hostel,Clear,False,None,False,,148
2024-09-14,Spice Grill,Restaurant,Clear,False,None,False,4.7,280
2024-09-14,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,329
2024-09-15,Bistro 1,Restaurant,Clear,False,None,True,4.8,222
2024-09-15,Hostel B,Hostel,Heavy Rain,False,None,False,,172
2024-09-15,Spice Grill,Restaurant,Clear,False,None,True,4.2,419
2024-09-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,279
2024-09-16,Bistro 1,Restaurant,Clear,False,Sports Match,False,4.8,161
2024-09-16,Hostel B,Hostel,Clear,False,None,False,,164
2024-09-16,Spice Grill,Restaurant,Heatwave,False,None,False,4.8,184
2024-09-16,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,310
2024-09-17,Bistro 1,Restaurant,Heatwave,False,None,True,4.7,192
2024-09-17,Hostel B,Hostel,Clear,False,None,False,,162
2024-09-17,Spice Grill,Restaurant,Heatwave,False,None,True,4.1,214
2024-09-17,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,328
2024-09-18,Bistro 1,Restaurant,Light Rain,False,None,True,4.8,189
2024-09-18,Hostel B,Hostel,Clear,False,None,False,,157
2024-09-18,Spice Grill,Restaurant,Light Rain,False,None,False,4.3,208
2024-09-18,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,319
2024-09-19,Bistro 1,Restaurant,Cloudy,False,None,True,3.7,111
2024-09-19,Hostel B,Hostel,Light Rain,False,None,False,,163
2024-09-19,Spice Grill,Restaurant,Heavy Rain,False,None,False,4.5,106
2024-09-19,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,293
2024-09-20,Bistro 1,Restaurant,Clear,False,None,False,4.0,109
2024-09-20,Hostel B,Hostel,Clear,False,None,False,,153
2024-09-20,Spice Grill,Restaurant,Cloudy,False,None,True,4.6,320
2024-09-20,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,328
2024-09-21,Bistro 1,Restaurant,Cloudy,False,None,False,4.2,163
2024-09-21,Hostel B,Hostel,Light Rain,False,None,False,,137
2024-09-21,Spice Grill,Restaurant,Clear,False,Concert,True,4.7,575
2024-09-21,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,112
2024-09-22,Bistro 1,Restaurant,Heatwave,False,None,True,3.5,158
2024-09-22,Hostel B,Hostel,Cloudy,False,None,False,,146
2024-09-22,Spice Grill,Restaurant,Clear,False,None,False,4.1,299
2024-09-22,UEM Kolkata Hostel,Hostel,Light Rain,False,Sports Match,False,,314
2024-09-23,Bistro 1,Restaurant,Cloudy,False,None,False,3.6,120
2024-09-23,Hostel B,Hostel,Light Rain,False,None,False,,139
2024-09-23,Spice Grill,Restaurant,Light Rain,False,None,True,4.6,277
2024-09-23,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,272
2024-09-24,Bistro 1,Restaurant,Cloudy,False,None,True,4.7,172
2024-09-24,Hostel B,Hostel,Heatwave,False,None,False,,153
2024-09-24,Spice Grill,Restaurant,Heatwave,False,None,True,3.8,216
2024-09-24,UEM Kolkata Hostel,Hostel,Light Rain,False,Concert,False,,322
2024-09-25,Bistro 1,Restaurant,Clear,False,None,False,5.0,131
2024-09-25,Hostel B,Hostel,Clear,False,None,False,,135
2024-09-25,Spice Grill,Restaurant,Cloudy,False,Local Festival,False,4.2,240
2024-09-25,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,323
2024-09-26,Bistro 1,Restaurant,Cloudy,False,None,True,4.1,118
2024-09-26,Hostel B,Hostel,Clear,False,None,False,,148
2024-09-26,Spice Grill,Restaurant,Clear,False,None,False,4.3,230
2024-09-26,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,284
2024-09-27,Bistro 1,Restaurant,Clear,False,None,False,4.1,127
2024-09-27,Hostel B,Hostel,Heatwave,False,None,False,,153
2024-09-27,Spice Grill,Restaurant,Clear,False,None,True,4.8,335
2024-09-27,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,303
2024-09-28,Bistro 1,Restaurant,Clear,False,None,False,4.2,180
2024-09-28,Hostel B,Hostel,Clear,False,None,False,,154
2024-09-28,Spice Grill,Restaurant,Light Rain,False,Concert,False,3.9,350
2024-09-28,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,310
2024-09-29,Bistro 1,Restaurant,Light Rain,False,None,False,3.8,157
2024-09-29,Hostel B,Hostel,Clear,False,None,False,,137
2024-09-29,Spice Grill,Restaurant,Clear,False,None,False,4.7,323
2024-09-29,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,314
2024-09-30,Bistro 1,Restaurant,Clear,False,None,True,4.5,201
2024-09-30,Hostel B,Hostel,Clear,False,None,False,,153
2024-09-30,Spice Grill,Restaurant,Heatwave,False,None,False,3.9,203
2024-09-30,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,276
2024-10-01,Bistro 1,Restaurant,Cloudy,False,None,False,4.5,125
2024-10-01,Hostel B,Hostel,Clear,False,None,False,,162
2024-10-01,Spice Grill,Restaurant,Clear,False,None,True,4.3,327
2024-10-01,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,318
2024-10-02,Bistro 1,Restaurant,Light Rain,False,None,False,4.2,121
2024-10-02,Hostel B,Hostel,Heatwave,False,None,False,,147
2024-10-02,Spice Grill,Restaurant,Heatwave,False,None,False,4.6,201
2024-10-02,UEM Kolkata Hostel,Hostel,Cloudy,False,Local Festival,False,,66
2024-10-03,Bistro 1,Restaurant,Heatwave,False,None,False,3.9,129
2024-10-03,Hostel B,Hostel,Cloudy,False,None,False,,141
2024-10-03,Spice Grill,Restaurant,Light Rain,False,None,True,3.5,204
2024-10-03,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,281
2024-10-04,Bistro 1,Restaurant,Clear,False,None,False,4.5,112
2024-10-04,Hostel B,Hostel,Clear,False,Local Festival,False,,36
2024-10-04,Spice Grill,Restaurant,Clear,False,None,True,4.5,285
2024-10-04,UEM Kolkata Hostel,Hostel,Heavy Rain,False,None,False,,287
2024-10-05,Bistro 1,Restaurant,Clear,False,None,True,3.9,149
2024-10-05,Hostel B,Hostel,Clear,False,None,False,,139
2024-10-05,Spice Grill,Restaurant,Light Rain,False,None,False,4.2,260
